Id,description,address,property_type,price,size,bedrooms,bathrooms,parking_spaces,contract_type,latitude,longitude
6376,"SHA Conjunto 6 Chacará 486, ARNIQUEIRA, AGUAS CLARAS",,casa,420000.0,300.0,4.0,,4.0,venda,-15.8418956,-48.0070042
1021,"QNL 13 Bloco B, TAGUATINGA NORTE, TAGUATINGA",,apartamento,259000.0,75.0,2.0,,1.0,venda,-15.8251343,-48.0856518
706,"SCLRN 703, ASA NORTE, BRASILIA",,apartamento,590000.0,92.0,2.0,,,venda,-15.7798384,-47.8882273
11450,"Quadra 93 Conjunto A, PARQUE DA BARRAGEM SETOR 11, AGUAS LINDAS DE GOIAS",,casa,185000.0,89.0,2.0,,5.0,venda,-15.7278149,-48.2916263
1867,"QN 614 Conjunto C, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,179999.0,30.0,1.0,,,venda,-15.8507497,-48.0751183
7592,"QNP 16 Conjunto D, CEILANDIA SUL, CEILANDIA",,casa,350000.0,135.0,5.0,,2.0,venda,-15.8443193,-48.1134187
8962,"QS 8 Conjunto 220E, AREAL, AGUAS CLARAS",,casa,410000.0,136.0,2.0,,1.0,venda,-15.8614713,-48.02401709999999
6014,"QNM 20 Conjunto I, CEILANDIA NORTE, CEILANDIA",,casa,650000.0,194.0,5.0,,5.0,venda,-15.810157,-48.1028601
11918,"Residencial 2 Quadra U, ALPHAVILLE BRASILIA, ALPHAVILLE",,lote,235000.0,503.0,,,,venda,-15.7087031,-47.91437519999999
2575,"QS 305 Conjunto 9, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,165000.0,33.0,1.0,,,venda,-15.8851933,-48.0953929
12302,"QNN 19 Conjunto M, CEILANDIA NORTE, CEILANDIA",,lote,380000.0,250.0,,,,venda,-15.8051898,-48.11841949999999
2957,"Rua 600 Lote 601, SETOR MEIRELES, SANTA MARIA",,apartamento,450000.0,90.0,3.0,,1.0,venda,-16.0305049,-47.9860932
7729,"Rua 53, VILA NOVA, SAO SEBASTIAO",,casa,490000.0,200.0,5.0,,1.0,venda,-15.9099981,-47.7584449
3743,"QE 40 Conjunto A, GUARA II, GUARA",,apartamento,115000.0,43.0,1.0,,,venda,-15.8403652,-47.9862547
3915,"Condomínio Mansões Colorado, GRANDE COLORADO, SOBRADINHO",,casa,820000.0,100.0,1.0,,,venda,-15.6712451,-47.8552876
8999,"Rua 9, VILA NOVA, SAO SEBASTIAO",,casa,230000.0,250.0,3.0,,3.0,venda,-15.9134748,-47.768821
11671,"QC 6 Rua C, JARDINS MANGUEIRAL, BRASILIA",,casa,550000.0,68.0,3.0,,1.0,venda,-15.7936968,-47.9180681
1420,"SHCES Quadra 407, NOVO, CRUZEIRO",,apartamento,530000.0,64.0,3.0,,,venda,-15.7970223,-47.9417968
1104,"QI 18 Bloco E, GUARA I, GUARA",,apartamento,345000.0,42.0,2.0,,1.0,venda,-15.8244013,-47.9886037
6389,"Rua 8 Chacará 227, VICENTE PIRES, VICENTE PIRES",,casa,900000.0,360.0,3.0,,10.0,venda,-15.8046,-48.0233614
11624,"Quadra 22, MORADA DAS GARCAS, CIDADE OCIDENTAL",,casa,880000.0,300.0,3.0,,4.0,venda,-15.8446241,-47.8053882
8095,"QNG 30, TAGUATINGA NORTE, TAGUATINGA",,casa,650000.0,350.0,5.0,,5.0,venda,-15.8011915,-48.070157
11101,"QR 313 Conjunto G, SANTA MARIA, SANTA MARIA",,casa,400000.0,420.0,6.0,,,venda,-16.0126521,-48.00066109999999
1559,"Praça 400 QS 05, AREAL, AGUAS CLARAS",,apartamento,695000.0,72.0,3.0,,2.0,venda,-15.8523509,-48.0321974
6642,"Quadra 13, SETOR OESTE, GAMA",,casa,355000.0,275.0,3.0,,3.0,venda,-16.0194969,-48.06483679999999
8240,"QS 8 Conjunto 630B, AREAL, AGUAS CLARAS",,casa,600000.0,147.0,2.0,,4.0,venda,-15.8635232,-48.0241685
7077,"Rua 8 Chacará 208, VICENTE PIRES, VICENTE PIRES",,casa,585000.0,175.0,3.0,,4.0,venda,-15.8039105,-48.0412106
13033,"QS 318 Conjunto 5, SAMAMBAIA SUL, SAMAMBAIA",,lote,950000.0,525.0,,,,venda,-15.8751863,-48.0625156
3524,"QS 31 Bloco B, RIACHO FUNDO II, RIACHO FUNDO",,apartamento,170000.0,41.0,2.0,,1.0,venda,-15.9629793,-48.0215453
4543,"Quadra 38, JARDIM BRASILIA II, AGUAS LINDAS DE GOIAS",,casa,499000.0,150.0,3.0,,2.0,venda,-22.4325659,-47.5797378
35,"QR 122 Conjunto 1SAMAMBAIA SUL, SAMAMBAIA",,apartamento,197255.0,32.0,1.0,,,venda,-15.8708375,-48.0626354
3401,"Área Especial 01/02, OCTOGONAL, BRASILIA",,apartamento,385000.0,40.0,1.0,,,venda,-15.8070873,-48.0853676
14759,"Rua 17, NUCLEO RURAL LAGO OESTE, SOBRADINHO",,rural,850000.0,,,,2.0,venda,-15.5676995,-48.0132002
5795,"SHA Conjunto 1 Chacará 58A, ARNIQUEIRA, AGUAS CLARAS",,casa,500000.0,400.0,5.0,,6.0,venda,-15.8550626,-48.029865
6935,"Rua 09, MORADA NOBRE, VALPARAISO DE GOIAS",,casa,360000.0,155.0,3.0,,4.0,venda,-15.826691,-47.92182039999999
8678,"Chacará 42, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,casa,980000.0,235.0,4.0,,2.0,venda,-15.7998195,-48.011536
10260,"QSC 19 Chacará 27 Conjunto F, TAGUATINGA SUL, TAGUATINGA",,casa,850000.0,500.0,6.0,,4.0,venda,-15.8553875,-48.0300292
2653,"Chacará 115, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,apartamento,215000.0,65.0,2.0,,1.0,venda,-15.8181345,-48.0378179
5329,"QNL 3 Conjunto E, TAGUATINGA NORTE, TAGUATINGA",,casa,670000.0,327.0,3.0,,4.0,venda,-15.8276273,-48.0803891
8497,"SHA Conjunto 5 Chacará 11, ARNIQUEIRA, AGUAS CLARAS",,casa,990000.0,250.0,3.0,,5.0,venda,-15.8592922,-48.0123796
6148,"Rua ARAGUAIA, JARDIM FLAMBOYANT, LUZIANIA",,casa,220000.0,75.0,2.0,,1.0,venda,-16.1174243,-47.9613629
14139,"QNM 19 Conjunto L, CEILANDIA SUL, CEILANDIA",,lote,490000.0,250.0,,,,venda,-15.8333512,-48.1032767
12400,"Quadra 3 Conjunto 3, TAQUARI, BRASILIA",,lote,940000.0,800.0,,,,venda,-15.7086963,-47.9143699
13174,"Quadra 2 Conjunto 2, SETOR OESTE, VILA ESTRUTURAL",,lote,130000.0,162.0,,,,venda,-15.7079472,-47.9133088
11968,"QNN 5 Conjunto A, CEILANDIA NORTE, CEILANDIA",,lote,450000.0,250.0,,,,venda,-15.80967,-48.11407
293,"QI 29 Lote 3, GUARA II, GUARA",,apartamento,850000.0,78.0,3.0,,1.0,venda,-15.8402331,-47.9775761
2837,"QS 425 Conjunto E, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,180000.0,41.0,2.0,,,venda,-15.8853657,-48.132154
11135,"Condomínio Residencial Jardim da Serra, JARDIM BOTANICO, BRASILIA",,casa,570000.0,180.0,3.0,,4.0,venda,-15.8794145,-47.8105738
7718,"QSB 10, TAGUATINGA SUL, TAGUATINGA",,casa,875000.0,250.0,4.0,,3.0,venda,-15.85181,-48.04185
11747,"Travessa Begônias, JARDIM BOTANICO, BRASILIA",,lote,650000.0,1559.0,,,,venda,-15.8612172,-47.8286874
2871,"QE 3, GUARA I, GUARA",,apartamento,410000.0,76.0,2.0,,1.0,venda,-15.8147395,-47.9733876
7927,"QSC 19 Chacará 25 Conjunto E, TAGUATINGA SUL, TAGUATINGA",,casa,750000.0,261.0,4.0,,2.0,venda,-15.7966352,-48.0012541
14456,"DF 250 KM 8 CENTRO COMUNITARIO, SOBRADINHO, SOBRADINHO",,rural,666000.0,,,,,venda,-15.7356608,-47.7263161
11510,"Avenida Buriti, PONTE ALTA, GAMA",,casa,780000.0,220.0,3.0,,4.0,venda,-15.9715581,-48.046858
10716,"Quadra 13, SETOR LESTE, GAMA",,casa,700000.0,500.0,6.0,,5.0,venda,-16.0165888,-48.0528667
11748,"Rua 8 Chacará 193, VICENTE PIRES, VICENTE PIRES",,lote,440000.0,513.0,,,,venda,-15.8028344,-48.0468532
10702,"QNP 23 Conjunto D, CEILANDIA NORTE, CEILANDIA",,casa,215000.0,100.0,2.0,,3.0,venda,-15.8099468,-48.1397605
1536,"QD 301, NORTE, AGUAS CLARAS",,apartamento,410000.0,54.0,2.0,,1.0,venda,-15.830398,-48.017379
1319,"SCRN 702/703, ASA NORTE, BRASILIA",,apartamento,630000.0,85.0,3.0,,,venda,-15.7809759,-47.88915919999999
2731,"Avenida Contorno Bloco 1045, NUCLEO BANDEIRANTE, NUCLEO BANDEIRANTE",,apartamento,225000.0,60.0,2.0,,,venda,-15.8739017,-47.9697311
13096,"RURAL, ZONA RURAL, CEILANDIA",,lote,190000.0,161.0,,,,venda,-15.8372013,-48.0258046
6502,"QNM 6 Conjunto N, CEILANDIA NORTE, CEILANDIA",,casa,680000.0,230.0,3.0,,2.0,venda,-15.8066344,-48.1114166
6928,"QR 110 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,casa,350000.0,250.0,5.0,,2.0,venda,-15.8703894,-48.0732877
13838,"Quadra 3 Conjunto 3, TAQUARI, BRASILIA",,lote,950000.0,800.0,,,,venda,-15.7086963,-47.9143699
4880,"Rua 12 Chacará 139/1, VICENTE PIRES, VICENTE PIRES",,casa,980000.0,812.0,3.0,,2.0,venda,-15.7942011,-48.0271719
10600,"Rua 53, VILA NOVA, SAO SEBASTIAO",,casa,490000.0,200.0,5.0,,1.0,venda,-15.9099981,-47.7584449
9244,"Via Varjão do Torto, LAGO NORTE, BRASILIA",,casa,750000.0,190.0,4.0,,2.0,venda,-15.7101344,-47.8778373
11602,"QC 14 Rua N, JARDINS MANGUEIRAL, BRASILIA",,casa,600000.0,70.0,3.0,,2.0,venda,-15.8906703,-47.8130666
13916,"Alphaville Residencial 01 Quadra N, ALPHAVILLE BRASILIA, ALPHAVILLE",,lote,280000.0,600.0,,,,venda,-15.7975608,-47.8919122
2229,"SCLRN 712 Bloco G, ASA NORTE, BRASILIA",,apartamento,270000.0,34.0,2.0,,,venda,-15.7518956,-47.8950671
2642,"QN 122, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,217000.0,33.0,1.0,,,venda,-15.8658366,-48.0583846
4419,"SHA Conjunto 4 Chacará 10, ARNIQUEIRA, AGUAS CLARAS",,casa,730000.0,220.0,4.0,,4.0,venda,-15.8640301,-47.9933267
9331,"QS 116 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,casa,470000.0,305.0,1.0,,3.0,venda,-15.8708207,-48.0667744
10081,"QR 318 Conjunto 13, SAMAMBAIA SUL, SAMAMBAIA",,casa,580000.0,110.0,5.0,,3.0,venda,-15.8746465,-48.061623
6401,"Quadra 22, SETOR DE CHACARAS ANHANGUERA C, VALPARAISO DE GOIAS",,casa,125000.0,105.0,2.0,,2.0,venda,-15.7000603,-47.8972708
8619,"Quadra 4 Conjunto C, SETOR OESTE, SOBRADINHO",,casa,490000.0,120.0,3.0,,2.0,venda,-15.8493125,-47.9480399
11837,"Setor Central, JARDIM BOTANICO, BRASILIA",,lote,591227.0,554.0,,,,venda,-15.8612172,-47.8286874
357,"Área Especial 4 Módulo I, GUARA II, GUARA",,apartamento,920000.0,91.0,3.0,,2.0,venda,-15.840716,-47.984031
8271,"Quadra 3 Conjunto E, SOBRADINHO, SOBRADINHO",,casa,800000.0,504.0,4.0,,,venda,-15.6529888,-47.8098559
11355,"SHA Conjunto 6 Chacará 40, ARNIQUEIRA, AGUAS CLARAS",,casa,740000.0,200.0,3.0,,3.0,venda,-15.855033,-48.0299773
14696,"Quadra 1, JARDIM MARIA MADALENA, AGUAS LINDAS DE GOIAS",,rural,152000.0,,,,,venda,-15.7687715,-48.2716782
13416,"Residencial Damha I Quadra L1, RESIDENCIAL E COMERCIAL DAMHA, CIDADE OCIDENTAL",,lote,107000.0,390.0,,,1.0,venda,-15.7975154,-47.89188739999999
4585,"QNA 49, TAGUATINGA NORTE, TAGUATINGA",,casa,980000.0,300.0,4.0,,4.0,venda,-15.8197367,-48.05877270000001
838,"QS 501, SAMAMBAIA SUL, SAMAMBAIA",,apartamento,330000.0,90.0,3.0,,1.0,venda,-15.88678,-48.0857839
267,"QI 416, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,450000.0,67.0,3.0,,1.0,venda,-15.8555969,-48.0693727
2007,"QC 2 Rua H, JARDINS MANGUEIRAL, BRASILIA",,apartamento,315000.0,48.0,2.0,,1.0,venda,-15.8970264,-47.8020238
6516,"QNN 18 Conjunto E, CEILANDIA SUL, CEILANDIA",,casa,400000.0,250.0,3.0,,,venda,-15.8249907,-48.116678
11026,"QR 510 Conjunto 10, SAMAMBAIA SUL, SAMAMBAIA",,casa,450000.0,120.0,4.0,,1.0,venda,-15.8821062,-48.0708705
2363,"Alameda dos Eucaliptos, Quadra 107, NORTE, AGUAS CLARAS",,apartamento,775000.0,109.0,3.0,,1.0,venda,-15.8306973,-48.0338706
13718,"Setor Central, JARDIM BOTANICO, BRASILIA",,lote,330000.0,800.0,,,,venda,-15.8612172,-47.8286874
9596,"Núcleo Rural Incra 7, BRAZLANDIA, BRAZLANDIA",,casa,420000.0,300.0,2.0,,2.0,venda,-15.60842,-48.07456
14743,"Quadra 103B, CENTRO, SANTO ANTONIO DO DESCOBERTO",,rural,149000.0,,,,,venda,-15.9469986,-48.26174959999999
11118,"EQ 201/202, SETOR RESIDENCIAL OESTE, SAO SEBASTIAO",,casa,340000.0,145.0,4.0,,1.0,venda,-15.897613,-47.7825637
6562,"SCS Quadra 02 Bloco C Lote 115, ASA SUL, BRASILIA",,casa,520000.0,320.0,2.0,,2.0,venda,-15.7972969,-47.8865494
8733,"Quadra 8 Conjunto B, SETOR SUL, GAMA",,casa,600000.0,250.0,7.0,,7.0,venda,-16.0168738,-48.0676663
827,"SQN 403 Bloco P, ASA NORTE, BRASILIA",,apartamento,770000.0,78.0,3.0,,,venda,-15.7790652,-47.8743579
9924,"QNN 5 Conjunto O, CEILANDIA NORTE, CEILANDIA",,casa,350000.0,200.0,8.0,,3.0,venda,-15.8113761,-48.1177834
4254,"NUCLEO CAUB I, RIACHO FUNDO II, RIACHO FUNDO",,casa,750000.0,300.0,4.0,,2.0,venda,-15.9472807,-48.0147758
9392,"SETOR DE Chacará S RIACHO FUNDO, RIACHO FUNDO, RIACHO FUNDO",,casa,700000.0,325.0,5.0,,6.0,venda,-15.7000603,-47.8972708
13579,"Alphaville Residencial 1 Quadra AC, ALPHAVILLE BRASILIA, ALPHAVILLE",,lote,250000.0,571.0,,,,venda,-15.7975154,-47.89188739999999
14223,"QE 18, GUARA I, GUARA",,lote,310000.0,140.0,,,,venda,-15.8278039,-47.9885698
1442,"QE 38 Conjunto H, GUARA II, GUARA",,apartamento,420000.0,35.0,2.0,,2.0,venda,-15.8466616,-47.9729593
3067,"Conjunto Residencial 5 Condomínio 2, PARQUE DAS CACHOEIRAS, VALPARAISO DE GOIAS",,apartamento,175000.0,64.0,2.0,,1.0,venda,-16.078151,-47.9944251
9810,"SHA Conjunto 6 Chacará 18D, ARNIQUEIRA, AGUAS CLARAS",,casa,880000.0,150.0,3.0,,6.0,venda,-15.84607,-48.02444
2749,"CLS 8 Bloco B, RIACHO FUNDO, RIACHO FUNDO",,apartamento,379000.0,129.0,3.0,,,venda,-15.8875918,-48.0209331
7626,"Rua 8 Chacará 229, VIAL SAO JOSE, TAGUATINGA",,casa,280000.0,100.0,2.0,,2.0,venda,-15.8079893,-48.0634841
9189,"QNP 15 Conjunto T, CEILANDIA NORTE, CEILANDIA",,casa,350000.0,262.0,4.0,,1.0,venda,-15.8099744,-48.1349938
3062,"CNF 2, TAGUATINGA NORTE, TAGUATINGA",,kitnet,110000.0,28.0,1.0,,,venda,-15.81458,-48.0677542
890,"QI 9 Bloco A, GUARA I, GUARA",,apartamento,360000.0,63.0,3.0,,1.0,venda,-15.8190496,-47.976476
13711,"Setor Mansoes Fazendarias, SETOR TORORO, BRASILIA",,lote,270000.0,20000.0,,,,venda,-16.0404862,-47.83442
14092,"Quadra 3 Conjunto C, JARDIM BOTANICO, BRASILIA",,lote,985000.0,886.0,,,,venda,-15.8822584,-47.8170354
13848,"Alphaville Residencial 2 Quadra N, ALPHAVILLE BRASILIA, ALPHAVILLE",,lote,215000.0,474.0,,,,venda,-23.4768588,-46.8662018
1964,"SQSW 304 Bloco F, SUDOESTE, BRASILIA",,apartamento,900000.0,79.0,2.0,,1.0,venda,-15.8010596,-47.9285669
3126,"QS 425 Conjunto F, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,153488.0,32.0,1.0,,,venda,-15.8887807,-48.1255943
6089,"QNN 26 Conjunto E, CEILANDIA SUL, CEILANDIA",,casa,359000.0,144.0,3.0,,3.0,venda,-15.8410231,-48.1045259
6307,"Rua 19, SETOR TRADICIONAL, SAO SEBASTIAO",,casa,398000.0,180.0,4.0,,2.0,venda,-15.8943356,-47.776453
1128,"EPTG QE 3 Bloco A 4, QUADRAS ECONOMICAS LUCIO COSTA, GUARA",,apartamento,350000.0,59.0,3.0,,2.0,venda,-15.8087543,-47.9885667
10647,"Chacará 65B, COLONIA AGRICOLA SAMAMBAIA, VICENTE PIRES",,casa,780000.0,380.0,5.0,,10.0,venda,-15.8078531,-48.053807
11990,"SCS Quadra 02 Bloco C Lote 115, ASA SUL, BRASILIA",,lote,440000.0,400.0,,,,venda,-15.7972969,-47.8865494
6598,"RODOVIA DF 280, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,480000.0,486.0,3.0,,4.0,venda,-15.9093102,-48.0648157
9894,"SHPSQuadra 603, SETOR HABITACIONAL POR DO SOL, CEILANDIA",,casa,120000.0,180.0,2.0,,3.0,venda,-15.8591636,-48.1213444
13614,"QNN 19 Conjunto M, CEILANDIA NORTE, CEILANDIA",,lote,380000.0,250.0,,,,venda,-15.8051898,-48.11841949999999
8243,"Quadra 105 Conjunto 13, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,590000.0,180.0,4.0,,3.0,venda,-15.7081516,-47.9146947
10123,"Rua 20 Conjunto A, RESIDENCIAL DO BOSQUE, SAO SEBASTIAO",,casa,195000.0,200.0,2.0,,,venda,-15.9093863,-47.7534167
1544,"Quadra 28, CENTRO, SANTO ANTONIO DO DESCOBERTO",,apartamento,220000.0,65.0,2.0,,1.0,venda,-15.9469986,-48.26174959999999
3264,"SCLRN 708 Bloco G, ASA NORTE, BRASILIA",,apartamento,270000.0,48.0,2.0,,,venda,-15.7650766,-47.8910565
8911,"CLS 8 Bloco A, RIACHO FUNDO, RIACHO FUNDO",,casa,600000.0,200.0,4.0,,5.0,venda,-15.8875918,-48.0209331
10621,"QC 3 Rua G, JARDINS MANGUEIRAL, BRASILIA",,casa,500000.0,70.0,2.0,,1.0,venda,-15.8965673,-47.8016538
2269,"QNL 5 Bloco A, TAGUATINGA NORTE, TAGUATINGA",,apartamento,275000.0,74.0,2.0,,2.0,venda,-15.8229637,-48.0806863
3771,"QS 5 Rua 861, AREAL, AGUAS CLARAS",,apartamento,680000.0,180.0,5.0,,1.0,venda,-15.8552688,-48.0373226
10547,"QNJ 47, TAGUATINGA NORTE, TAGUATINGA",,casa,480000.0,200.0,5.0,,2.0,venda,-15.8016557,-48.0586873
11348,"QR 503 Conjunto 2, SAMAMBAIA SUL, SAMAMBAIA",,casa,180000.0,100.0,3.0,,,venda,-15.887585,-48.0917464
133,"SQS 409 Bloco P, ASA SUL, BRASILIA",,apartamento,816998.0,86.0,3.0,,,venda,-15.8232863,-47.9024533
9515,"SHPSQuadra 601 Conjunto A, SETOR HABITACIONAL POR DO SOL, CEILANDIA",,casa,240000.0,230.0,3.0,,5.0,venda,-15.8591636,-48.1213444
11888,"QNO 17 Conjunto 4, CEILANDIA NORTE, CEILANDIA",,lote,159999.0,157.0,,,,venda,-15.800445,-48.1341304
604,"QI 14 Bloco P, GUARA I, GUARA",,apartamento,315000.0,56.0,2.0,,1.0,venda,-15.8224359,-47.9897927
7521,"Quadra 11, SETOR LESTE, GAMA",,casa,680000.0,275.0,3.0,,3.0,venda,-16.012507,-48.0511723
844,"QI 22 AREA CENTRAL, GUARA I, GUARA",,apartamento,359000.0,62.0,3.0,,1.0,venda,-15.8248225,-47.9859871
394,"QS 5 Rua 400 B, AREAL, AGUAS CLARAS",,apartamento,160000.0,70.0,3.0,,2.0,venda,-15.8530791,-48.0345916
13958,"SCS Quadra 02 Bloco C Lote 115, ASA SUL, BRASILIA",,lote,440000.0,400.0,,,,venda,-15.7972969,-47.8865494
6244,"QSC 19 Chacará 26, TAGUATINGA SUL, TAGUATINGA",,casa,950000.0,360.0,4.0,,6.0,venda,-15.8151281,-48.0374749
8143,"Quadra 32, SETOR DE CHACARAS ANHANGUERA B, VALPARAISO DE GOIAS",,casa,155000.0,101.0,2.0,,2.0,venda,-15.7000603,-47.8972708
4990,"Condomínio Prive Morada Sul Etapa C, JARDIM BOTANICO, BRASILIA",,casa,950000.0,120.0,2.0,,,venda,-15.8096446,-47.780784
3929,"QI 2 Conjunto R, GUARA I, GUARA",,casa,649000.0,179.0,5.0,,4.0,venda,-15.8131294,-47.9818986
5512,"QE 19 Conjunto D, GUARA II, GUARA",,casa,660000.0,160.0,7.0,,3.0,venda,-15.8373892,-47.9732549
14402,"Zona Rural, ZONA RURAL, SOBRADINHO",,rural,620000.0,,,,,venda,-15.8372013,-48.0258046
6108,"QS 16 Conjunto 7, RIACHO FUNDO II, RIACHO FUNDO",,casa,730000.0,112.0,4.0,,5.0,venda,-15.9476233,-48.0326094
13594,"Travessa Saia Velha, JARDIM BOTANICO, BRASILIA",,lote,615000.0,890.0,,,,venda,-15.8612172,-47.8286874
13443,"Quadra 3 Conjunto 15, VICENTE PIRES, VICENTE PIRES",,lote,850000.0,787.0,,,,venda,-15.7086963,-47.9143699
8887,"QR 516 Conjunto 1, SAMAMBAIA SUL, SAMAMBAIA",,casa,265000.0,91.0,3.0,,2.0,venda,-15.8822114,-48.0636849
2278,"QR 406 Conjunto 9 A, SAMAMBAIA NORTE, SAMAMBAIA",,apartamento,250000.0,52.0,2.0,,1.0,venda,-15.8639621,-48.0839887
11750,"Setor Central, JARDIM BOTANICO, BRASILIA",,lote,330000.0,800.0,,,,venda,-15.8612172,-47.8286874
3235,"Quadra 5, SETOR DE CHACARAS ANHANGUERA A, VALPARAISO DE GOIAS",,apartamento,125000.0,43.0,2.0,,1.0,venda,-16.083401,-47.9839323
12459,"Quadra 9 Conjunto A, SOBRADINHO, SOBRADINHO",,lote,549000.0,525.0,,,,venda,-15.6405269,-47.8024846
3499,"SHCES Quadra 609 Bloco C, NOVO, CRUZEIRO",,apartamento,460000.0,55.0,3.0,,1.0,venda,-15.7946186,-47.9396222
7078,"Quadra 28 Conjunto E, PARANOA, PARANOA",,casa,277000.0,279.0,5.0,,,venda,-15.7081548,-47.914697
4614,"Condomínio Solar Itaipu, JARDIM BOTANICO, BRASILIA",,casa,849000.0,200.0,3.0,,2.0,venda,-15.8825853,-47.7712438
11076,"QNN 8 Conjunto C, CEILANDIA SUL, CEILANDIA",,casa,279000.0,70.0,2.0,,1.0,venda,-15.8336588,-48.1015666
6188,"QR 603 Chacará 39, SAMAMBAIA NORTE, SAMAMBAIA",,casa,497000.0,200.0,3.0,,4.0,venda,-15.8653853,-48.09911959999999
402,"SHCGN 707 Bloco I, ASA NORTE, BRASILIA",,apartamento,710000.0,50.0,2.0,,,venda,-15.7680137,-47.8925427
7182,"Rua 1, SETOR OESTE, SOBRADINHO",,casa,240000.0,100.0,3.0,,3.0,venda,-15.6424156,-47.8242607
5728,"QNM 23 Conjunto K, CEILANDIA SUL, CEILANDIA",,casa,269977.0,250.0,4.0,,3.0,venda,-15.8297212,-48.0930314
6216,"QR 315 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,casa,249000.0,180.0,4.0,,4.0,venda,-15.8911441,-48.1079043
9619,"QNP 13 Conjunto N, CEILANDIA NORTE, CEILANDIA",,casa,250000.0,126.0,3.0,,1.0,venda,-15.8111843,-48.1294435
10771,"QR 304 Conjunto 4, SAMAMBAIA SUL, SAMAMBAIA",,casa,200000.0,200.0,3.0,,2.0,venda,-15.8786164,-48.0818819
11659,"SHA Conjunto 5 Chacará 91, ARNIQUEIRA, AGUAS CLARAS",,casa,950000.0,335.0,4.0,,,venda,-15.8592922,-48.0123796
4681,"SMPW Quadra 4 Conjunto 7, PARK WAY, BRASILIA",,casa,680000.0,80.0,1.0,,10.0,venda,-15.8903154,-47.961302
5009,"QE 38 Conjunto H, GUARA II, GUARA",,casa,950000.0,360.0,3.0,,2.0,venda,-15.8466616,-47.9729593
7461,"Quadra 1 Chacará 6 Conj Res GREEN PARK II, IPIRANGA, VALPARAISO DE GOIAS",,casa,265000.0,60.0,2.0,,2.0,venda,-16.0838339,-47.9732198
3404,"QNM 12 Via NM 12B, CEILANDIA NORTE, CEILANDIA",,apartamento,115000.0,34.0,2.0,,1.0,venda,-15.8121492,-48.105491
7370,"Quadra Quadra 10, VALPARAISO II, VALPARAISO DE GOIAS",,casa,165000.0,200.0,2.0,,3.0,venda,-15.826691,-47.92182039999999
3884,"QE 34, GUARA II, GUARA",,casa,950000.0,120.0,3.0,,2.0,venda,-15.8434748,-47.9710251
13712,"Setor Central, JARDIM BOTANICO, BRASILIA",,lote,427488.0,400.0,,,,venda,-15.8612172,-47.8286874
10836,"Quadra 305, RECANTO DAS EMAS, RECANTO DAS EMAS",,casa,400000.0,150.0,4.0,,3.0,venda,-15.91404,-48.09704
8724,"Avenida 2, RESIDENCIAL DO BOSQUE, SAO SEBASTIAO",,casa,399000.0,150.0,4.0,,8.0,venda,-15.9050801,-47.7557927
6499,"QNH 7, TAGUATINGA NORTE, TAGUATINGA",,casa,500000.0,190.0,5.0,,,venda,-15.8047245,-48.0803687
1574,"SCRN 708/709 Bloco F, ASA NORTE, BRASILIA",,apartamento,270000.0,40.0,1.0,,,venda,-15.7643155,-47.8931891
14191,"Quadra 17 Conjunto B, SETOR RESIDENCIAL LESTE, PLANALTINA",,lote,350000.0,469.0,,,,venda,-15.7085419,-47.9141483
9854,"AR 19 Conjunto 12, SETOR OESTE, SOBRADINHO",,casa,275000.0,79.0,2.0,,,venda,-15.6440916,-47.81703
2424,"QRI 10, RESIDENCIAL SANTOS DUMONT, SANTA MARIA",,apartamento,345000.0,107.0,3.0,,2.0,venda,-15.9958395,-47.9911764
12956,"EQNP 8/12, CEILANDIA SUL, CEILANDIA",,lote,400000.0,200.0,,,,venda,-15.8366773,-48.1187147
5265,"QNN 24 Conjunto N, CEILANDIA SUL, CEILANDIA",,casa,450000.0,144.0,2.0,,3.0,venda,-15.8398492,-48.1066474
8038,"QR 3 Conjunto B, CANDANGOLANDIA, CANDANGOLANDIA",,casa,999000.0,360.0,4.0,,2.0,venda,-15.8522355,-47.9521215
3549,"QS 14 Conjunto 8A, RIACHO FUNDO, RIACHO FUNDO",,apartamento,290000.0,70.0,2.0,,,venda,-15.889106,-48.0188362
15115,"SEPN 504, ASA NORTE, BRASILIA",,sala,310000.0,73.0,,,,venda,-15.77741,-47.887676
14135,"Cond Resid Nosso Lar Porto Seguro Trecho 13, LAGO NORTE, BRASILIA",,lote,900000.0,1250.0,,,,venda,-15.787158,-47.7938116
9402,"QNG 41, TAGUATINGA NORTE, TAGUATINGA",,casa,450000.0,350.0,2.0,,2.0,venda,-15.8019735,-48.0725373
